fold,model,ppv_standardized_pi_ref_full,ppv_observed_test_full,sens_test_full,spec_test_full,thr_from_train_inner_oof_full,pi_test_full,ppv_standardized_pi_ref_demo,ppv_observed_test_demo,sens_test_demo,spec_test_demo,thr_from_train_inner_oof_demo,pi_test_demo
1,Logistic_L2,1.0,1.0,0.9305555555555556,1.0,0.8983924196726031,0.0255591054313099,0.0221755109873515,0.4358974358974359,0.7083333333333334,0.1851851851851851,0.4118784750821818,0.4705882352941176
1,RandomForest,1.0,1.0,0.875,1.0,0.9148544090183494,0.0255591054313099,0.0554427504560002,0.6666666666666666,0.75,0.6666666666666666,0.420727281945269,0.4705882352941176
1,ExtraTrees,1.0,1.0,0.8888888888888888,1.0,0.948839271187475,0.0255591054313099,0.026879679646276,0.4848484848484848,0.6666666666666666,0.3703703703703703,0.4285265340268186,0.4705882352941176
1,GradientBoosting,1.0,1.0,0.8055555555555556,1.0,0.9721462096473632,0.0255591054313099,0.0358423820447336,0.5588235294117647,0.7916666666666666,0.4444444444444444,0.387965006240016,0.4705882352941176
1,SVC_RBF,0.9162512949375744,0.9166666666666666,0.9166666666666666,0.9978142076502732,0.4655205849289271,0.0255591054313099,0.0348620180369286,0.5517241379310345,0.6666666666666666,0.5185185185185185,0.446544162241631,0.4705882352941176
1,MLP,1.0,1.0,0.9444444444444444,1.0,0.9110218176557544,0.0255591054313099,0.022645211894148,0.4411764705882353,0.625,0.2962962962962963,0.4176067713853198,0.4705882352941176
1,GaussianNB,0.0609877373609712,0.061299176578225,0.9305555555555556,0.6262295081967213,0.0567378479460237,0.0255591054313099,0.0206936711534591,0.4186046511627907,0.75,0.074074074074074,0.4382310296530721,0.4705882352941176
2,Logistic_L2,0.9685160636634488,0.9682539682539684,0.8591549295774648,0.9992714025500912,0.9286024612404804,0.0252130681818181,0.0260971792274753,0.4772727272727273,0.875,0.1481481481481481,0.4341138322372526,0.4705882352941176
2,RandomForest,0.984744528355482,0.9846153846153848,0.9014084507042254,0.9996357012750456,0.94535482898062,0.0252130681818181,0.0619438024155476,0.6923076923076923,0.75,0.7037037037037037,0.4465072878307112,0.4705882352941176
2,ExtraTrees,0.969485054321528,0.9692307692307692,0.8873239436619719,0.9992714025500912,0.9616836751152956,0.0252130681818181,0.0317595533388048,0.5277777777777778,0.7916666666666666,0.3703703703703703,0.4163110897582989,0.4705882352941176
2,GradientBoosting,0.969947521445401,0.9696969696969696,0.9014084507042254,0.9992714025500912,0.9737055660655832,0.0252130681818181,0.0421665198007276,0.6,0.75,0.5555555555555556,0.3863296299982003,0.4705882352941176
2,SVC_RBF,0.9224893481155702,0.921875,0.8309859154929577,0.9981785063752276,0.4219748035026198,0.0252130681818181,0.0259871403176528,0.4761904761904761,0.8333333333333334,0.1851851851851851,0.4168379160052106,0.4705882352941176
2,MLP,0.969485054321528,0.9692307692307692,0.8873239436619719,0.9992714025500912,0.9606395229327154,0.0252130681818181,0.0245386001878601,0.4615384615384615,0.75,0.2222222222222222,0.4004965321263792,0.4705882352941176
2,GaussianNB,0.9685160636634488,0.9682539682539684,0.8591549295774648,0.9992714025500912,0.3560987383839268,0.0252130681818181,0.0254243306583339,0.4705882352941176,1.0,0.0,0.4281787290312453,0.4705882352941176
3,Logistic_L2,1.0,1.0,0.7887323943661971,1.0,0.9262566014287744,0.0252130681818181,0.0255782065706124,0.4615384615384615,0.782608695652174,0.2222222222222222,0.4251645031248677,0.46
3,RandomForest,1.0,1.0,0.7887323943661971,1.0,0.9314107807782788,0.0252130681818181,0.0373425531746172,0.5588235294117647,0.8260869565217391,0.4444444444444444,0.3905020863494367,0.46
3,ExtraTrees,1.0,1.0,0.7746478873239436,1.0,0.9494975356473648,0.0252130681818181,0.0335436111650363,0.53125,0.7391304347826086,0.4444444444444444,0.4173634296589239,0.46
3,GradientBoosting,1.0,1.0,0.6901408450704225,1.0,0.9671575445692542,0.0252130681818181,0.05086687646315,0.6363636363636364,0.9130434782608696,0.5555555555555556,0.3893613781785561,0.46
3,SVC_RBF,0.967483514870606,0.9672131147540984,0.8309859154929577,0.9992714025500912,0.4163137800958723,0.0252130681818181,0.0312296505274163,0.5128205128205128,0.8695652173913043,0.2962962962962963,0.411892608431176,0.46
3,MLP,1.0,1.0,0.8450704225352113,1.0,0.9491831565861698,0.0252130681818181,0.0260971792274753,0.4666666666666667,0.9130434782608696,0.1111111111111111,0.4223376495742843,0.46
3,GaussianNB,0.0678565702173081,0.0673170731707317,0.971830985915493,0.6517304189435337,0.0578804500592205,0.0252130681818181,0.0246743268045756,0.4523809523809524,0.8260869565217391,0.1481481481481481,0.4008745308633417,0.46
4,Logistic_L2,1.0,1.0,0.9305555555555556,1.0,0.9070145805364308,0.0255681818181818,0.0224527182825737,0.4285714285714285,0.782608695652174,0.1111111111111111,0.4402803985227864,0.46
4,RandomForest,1.0,1.0,0.8333333333333334,1.0,0.9273157330412368,0.0255681818181818,0.05086687646315,0.6363636363636364,0.9130434782608696,0.5555555555555556,0.3990757108407435,0.46
4,ExtraTrees,1.0,1.0,0.9027777777777778,1.0,0.9444840695881224,0.0255681818181818,0.0364513738356978,0.5526315789473685,0.9130434782608696,0.3703703703703703,0.4287896942922889,0.46
4,GradientBoosting,1.0,1.0,0.9444444444444444,1.0,0.9615674861690792,0.0255681818181818,0.052744173026643,0.6451612903225806,0.8695652173913043,0.5925925925925926,0.405928020490076,0.46
4,SVC_RBF,0.9837788341149472,0.9838709677419356,0.8472222222222222,0.9996355685131196,0.5043574405936186,0.0255681818181818,0.0263763971358714,0.4693877551020408,1.0,0.037037037037037,0.4466198983930841,0.46
4,MLP,1.0,1.0,0.8611111111111112,1.0,0.9578527985147184,0.0255681818181818,0.0135937173318098,0.3103448275862069,0.391304347826087,0.2592592592592592,0.4489386738663758,0.46
4,GaussianNB,0.0702216787089067,0.0706006322444678,0.9305555555555556,0.6785714285714286,0.0582189282002507,0.0255681818181818,0.0522442871135682,0.6428571428571429,0.391304347826087,0.8148148148148148,0.4567171562376425,0.46
5,Logistic_L2,0.9829541102349724,0.9830508474576272,0.8055555555555556,0.9996355685131196,0.9204240737690204,0.0255681818181818,0.047138485003935,0.6176470588235294,0.9130434782608696,0.5185185185185185,0.4254165699472121,0.46
5,RandomForest,0.9659115749450188,0.9661016949152542,0.7916666666666666,0.999271137026239,0.9489546048344084,0.0255681818181818,0.0382876267387539,0.5652173913043478,0.5652173913043478,0.6296296296296297,0.435917372628564,0.46
5,ExtraTrees,0.9664796054208216,0.9666666666666668,0.8055555555555556,0.999271137026239,0.9580127563144192,0.0255681818181818,0.0280156200269222,0.4848484848484848,0.6956521739130435,0.3703703703703703,0.4171240649714088,0.46
5,GradientBoosting,0.969526377927984,0.9696969696969696,0.8888888888888888,0.999271137026239,0.9784637570326642,0.0255681818181818,0.0368693195081649,0.5555555555555556,0.6521739130434783,0.5555555555555556,0.4203924515298672,0.46
5,SVC_RBF,0.8725971773994358,0.8732394366197183,0.8611111111111112,0.9967201166180758,0.4342691761811846,0.0255681818181818,0.0335436111650363,0.53125,0.7391304347826086,0.4444444444444444,0.4329114367269268,0.46
5,MLP,0.9528656505475464,0.953125,0.8472222222222222,0.9989067055393586,0.9594524911463476,0.0255681818181818,0.0426451955357327,0.5925925925925926,0.6956521739130435,0.5925925925925926,0.4101429122744439,0.46
5,GaussianNB,0.0608161607543998,0.0611476952022577,0.9027777777777778,0.6362973760932945,0.0613629033359481,0.0255681818181818,0.0252585637781942,0.4583333333333333,0.9565217391304348,0.037037037037037,0.4384048702460401,0.46
6,Logistic_L2,1.0,1.0,0.8611111111111112,1.0,0.911639990088445,0.0255591054313099,0.0285117604374988,0.5,0.7916666666666666,0.2962962962962963,0.4154998260236672,0.4705882352941176
6,RandomForest,1.0,1.0,0.8888888888888888,1.0,0.926166248738034,0.0255591054313099,0.0411297962255023,0.59375,0.7916666666666666,0.5185185185185185,0.4059502123144274,0.4705882352941176
6,ExtraTrees,1.0,1.0,0.875,1.0,0.9469756848584178,0.0255591054313099,0.0301383758660184,0.5142857142857142,0.75,0.3703703703703703,0.4172520056094321,0.4705882352941176
6,GradientBoosting,1.0,1.0,0.8055555555555556,1.0,0.9724217273431788,0.0255591054313099,0.0444050815812265,0.6129032258064516,0.7916666666666666,0.5555555555555556,0.396075459687862,0.4705882352941176
6,SVC_RBF,0.8950136941985977,0.8955223880597015,0.8333333333333334,0.9974499089253188,0.4580375254714707,0.0255591054313099,0.024719903281531,0.4634146341463415,0.7916666666666666,0.1851851851851851,0.4046978580921503,0.4705882352941176
6,MLP,1.0,1.0,0.9166666666666666,1.0,0.908806271409228,0.0255591054313099,0.0301383758660184,0.5142857142857142,0.75,0.3703703703703703,0.4087455918831787,0.4705882352941176
6,GaussianNB,0.0575711173207259,0.0578661844484629,0.8888888888888888,0.6204007285974499,0.0583151041829774,0.0255591054313099,0.0263763971358714,0.48,1.0,0.037037037037037,0.4427885761433786,0.4705882352941176
7,Logistic_L2,0.9845061298578962,0.984375,0.8873239436619719,0.9996357012750456,0.9351485862428076,0.0252130681818181,0.0258665929770032,0.475,0.7916666666666666,0.2222222222222222,0.4129491745353633,0.4705882352941176
7,RandomForest,0.9663809425356138,0.9661016949152542,0.8028169014084507,0.9992714025500912,0.9492156243863782,0.0252130681818181,0.0327545099293673,0.5357142857142857,0.625,0.5185185185185185,0.3965072143164069,0.4705882352941176
7,ExtraTrees,0.9716652242874686,0.9714285714285714,0.9577464788732394,0.9992714025500912,0.9607064179398178,0.0252130681818181,0.0336776761754289,0.5428571428571428,0.7916666666666666,0.4074074074074074,0.4262285882859301,0.4705882352941176
7,GradientBoosting,0.954915457662476,0.9545454545454546,0.8873239436619719,0.9989071038251366,0.9713871489293844,0.0252130681818181,0.0402393881414947,0.5882352941176471,0.8333333333333334,0.4814814814814814,0.3830863540122413,0.4705882352941176
7,SVC_RBF,0.8865780038509572,0.8857142857142857,0.8732394366197183,0.9970856102003643,0.4199527765302461,0.0252130681818181,0.0348620180369286,0.5517241379310345,0.6666666666666666,0.5185185185185185,0.4514143651523587,0.4705882352941176
7,MLP,0.9520055772723678,0.9516129032258064,0.8309859154929577,0.9989071038251366,0.9799418330867028,0.0252130681818181,0.0254243306583339,0.4705882352941176,1.0,0.0,0.4171630882320242,0.4705882352941176
7,GaussianNB,0.0660532329382492,0.0655270655270655,0.971830985915493,0.6415300546448087,0.0567442912603717,0.0252130681818181,0.0254243306583339,0.4705882352941176,1.0,0.0,0.4412018655943139,0.4705882352941176
8,Logistic_L2,1.0,1.0,0.8732394366197183,1.0,0.8944654133259818,0.0252130681818181,0.0263763971358714,0.4693877551020408,1.0,0.037037037037037,0.4300433898778192,0.46
8,RandomForest,1.0,1.0,0.8591549295774648,1.0,0.9281773428884312,0.0252130681818181,0.051632598486237,0.64,0.6956521739130435,0.6666666666666666,0.4523707284736452,0.46
8,ExtraTrees,1.0,1.0,0.8732394366197183,1.0,0.9425603823114412,0.0252130681818181,0.0350905417525361,0.5428571428571428,0.8260869565217391,0.4074074074074074,0.4376208110605465,0.46
8,GradientBoosting,1.0,1.0,0.9014084507042254,1.0,0.9642153593822936,0.0252130681818181,0.0692253736216284,0.7083333333333334,0.7391304347826086,0.7407407407407407,0.4370409272238538,0.46
8,SVC_RBF,0.969947521445401,0.9696969696969696,0.9014084507042254,0.9992714025500912,0.3954484996212466,0.0252130681818181,0.0254243306583339,0.46,1.0,0.0,0.417022598402256,0.46
8,MLP,1.0,1.0,0.9154929577464788,1.0,0.9463499715391892,0.0252130681818181,0.0221816728575013,0.425531914893617,0.8695652173913043,0.0,0.4342552499537543,0.46
8,GaussianNB,,,0.0,1.0,0.0624027678811034,0.0252130681818181,0.0354468227371601,0.5454545454545454,0.2608695652173913,0.8148148148148148,0.4398948588234666,0.46
9,Logistic_L2,0.981714540025343,0.9818181818181818,0.75,0.9996355685131196,0.9285092657166234,0.0255681818181818,0.0274025418082956,0.4791666666666667,1.0,0.074074074074074,0.4303145702790085,0.46
9,RandomForest,1.0,1.0,0.7638888888888888,1.0,0.9346739995908284,0.0255681818181818,0.0297145667778477,0.5,0.6521739130434783,0.4444444444444444,0.4039865661371167,0.46
9,ExtraTrees,0.9826602450031688,0.9827586206896552,0.7916666666666666,0.9996355685131196,0.9544991920287828,0.0255681818181818,0.0297145667778477,0.5,0.7391304347826086,0.3703703703703703,0.4191447789586209,0.46
9,GradientBoosting,0.9829541102349724,0.9830508474576272,0.8055555555555556,0.9996355685131196,0.9562687038538464,0.0255681818181818,0.0224527182825737,0.4285714285714285,0.6521739130434783,0.2592592592592592,0.3824258184557343,0.46
9,SVC_RBF,0.9329721815042992,0.9333333333333332,0.7777777777777778,0.998542274052478,0.4993867166184274,0.0255681818181818,0.0241915715953302,0.4473684210526316,0.7391304347826086,0.2222222222222222,0.422360388754789,0.46
9,MLP,0.9826602450031688,0.9827586206896552,0.7916666666666666,0.9996355685131196,0.9703115433771728,0.0255681818181818,0.0248853820392728,0.4545454545454545,0.6521739130434783,0.3333333333333333,0.4006508007822737,0.46
9,GaussianNB,0.0664436696392518,0.066803699897225,0.9027777777777778,0.6690962099125365,0.0603991757493574,0.0255681818181818,0.0254243306583339,0.46,1.0,0.0,0.4043905772335409,0.46
10,Logistic_L2,0.9842856995629122,0.984375,0.875,0.9996355685131196,0.9334144692789872,0.0255681818181818,0.0258550607982192,0.4642857142857143,0.5652173913043478,0.4444444444444444,0.4366129920126951,0.46
10,RandomForest,0.9835129386728088,0.9836065573770492,0.8333333333333334,0.9996355685131196,0.9479514127781034,0.0255681818181818,0.0411117463955372,0.5833333333333334,0.9130434782608696,0.4444444444444444,0.4226978652747309,0.46
10,ExtraTrees,0.9835129386728088,0.9836065573770492,0.8333333333333334,0.9996355685131196,0.9532592928365464,0.0255681818181818,0.0364513738356978,0.5526315789473685,0.9130434782608696,0.3703703703703703,0.4179247918165212,0.46
10,GradientBoosting,0.9847618485951524,0.9848484848484848,0.9027777777777778,0.9996355685131196,0.9728240413240138,0.0255681818181818,0.0386415510988854,0.5675675675675675,0.9130434782608696,0.4074074074074074,0.4311046106902179,0.46
10,SVC_RBF,0.948872393140042,0.9491525423728814,0.7777777777777778,0.9989067055393586,0.4548310994449603,0.0255681818181818,0.0327400101001026,0.525,0.9130434782608696,0.2962962962962963,0.4100767143924209,0.46
10,MLP,0.9854243211688578,0.9855072463768116,0.9444444444444444,0.9996355685131196,0.9672521890730074,0.0255681818181818,0.0268228129266508,0.4736842105263157,0.782608695652174,0.2592592592592592,0.4182252329476582,0.46
10,GaussianNB,0.9704225078902758,0.9705882352941176,0.9166666666666666,0.999271137026239,0.05810664321876,0.0255681818181818,0.0451900740352468,0.6071428571428571,0.7391304347826086,0.5925925925925926,0.4454499134669235,0.46
11,Logistic_L2,0.9847673152740046,0.9848484848484848,0.9027777777777778,0.9996357012750456,0.9316032771804772,0.0255591054313099,0.026879679646276,0.4848484848484848,0.6666666666666666,0.3703703703703703,0.4339109143393394,0.4705882352941176
11,RandomForest,0.9852152995738744,0.9852941176470588,0.9305555555555556,0.9996357012750456,0.9307787589713156,0.0255591054313099,0.0390496018012534,0.5806451612903226,0.75,0.5185185185185185,0.3794180833069698,0.4705882352941176
11,ExtraTrees,0.9854295537024412,0.9855072463768116,0.9444444444444444,0.9996357012750456,0.9548173981233484,0.0255591054313099,0.0285117604374988,0.5,0.75,0.3333333333333333,0.4207906360390823,0.4705882352941176
11,GradientBoosting,0.983518845898867,0.9836065573770492,0.8333333333333334,0.9996357012750456,0.9722429154465734,0.0255591054313099,0.0383044861887855,0.5757575757575758,0.7916666666666666,0.4814814814814814,0.3708050842429931,0.4705882352941176
11,SVC_RBF,0.9620666528686168,0.9622641509433962,0.7083333333333334,0.9992714025500912,0.4276820308760365,0.0255591054313099,0.0250370215779739,0.4666666666666667,0.5833333333333334,0.4074074074074074,0.4342884246802446,0.4705882352941176
11,MLP,0.9856376867601772,0.9857142857142858,0.9583333333333334,0.9996357012750456,0.9522891905331964,0.0255591054313099,0.0245386001878601,0.4615384615384615,0.5,0.4814814814814814,0.4447211312906757,0.4705882352941176
11,GaussianNB,0.0733829466038381,0.0737527114967462,0.9444444444444444,0.6888888888888889,0.0580336802907341,0.0255591054313099,0.0254243306583339,0.4705882352941176,1.0,0.0,0.4189055538134369,0.4705882352941176
12,Logistic_L2,0.9520055772723678,0.9516129032258064,0.8309859154929577,0.9989071038251366,0.8993173105995889,0.0252130681818181,0.0248044883297032,0.4642857142857143,0.5416666666666666,0.4444444444444444,0.4323858786550258,0.4705882352941176
12,RandomForest,1.0,1.0,0.8169014084507042,1.0,0.9229521358032876,0.0252130681818181,0.0331064002184194,0.5384615384615384,0.5833333333333334,0.5555555555555556,0.4256192936138297,0.4705882352941176
12,ExtraTrees,1.0,1.0,0.8450704225352113,1.0,0.94468327790968,0.0252130681818181,0.0321909523994231,0.53125,0.7083333333333334,0.4444444444444444,0.4132450211230531,0.4705882352941176
12,GradientBoosting,1.0,1.0,0.8591549295774648,1.0,0.9644736873961892,0.0252130681818181,0.0421665198007276,0.6,0.75,0.5555555555555556,0.4223882205959639,0.4705882352941176
12,SVC_RBF,0.8832387139173365,0.8823529411764706,0.8450704225352113,0.9970856102003643,0.4010273719140104,0.0252130681818181,0.0319618195245075,0.5294117647058824,0.75,0.4074074074074074,0.4275991201963813,0.4705882352941176
12,MLP,1.0,1.0,0.8169014084507042,1.0,0.9573516212328416,0.0252130681818181,0.0254243306583339,0.4705882352941176,1.0,0.0,0.4276364879508037,0.4705882352941176
12,GaussianNB,,,0.0,1.0,0.0604411275761307,0.0252130681818181,0.0353874608453451,0.5555555555555556,0.2083333333333333,0.8518518518518519,0.4295146683207027,0.4705882352941176
13,Logistic_L2,1.0,1.0,0.8591549295774648,1.0,0.91880643563341,0.0252130681818181,0.0258550607982192,0.4642857142857143,0.5652173913043478,0.4444444444444444,0.4311409352685231,0.46
13,RandomForest,0.9837440297453988,0.9836065573770492,0.8450704225352113,0.9996357012750456,0.9260393405282896,0.0252130681818181,0.0884045078818616,0.76,0.8260869565217391,0.7777777777777778,0.4289715614930922,0.46
13,ExtraTrees,1.0,1.0,0.9014084507042254,1.0,0.9548478034400428,0.0252130681818181,0.0297145667778477,0.5,0.8260869565217391,0.2962962962962963,0.4276224996966891,0.46
13,GradientBoosting,1.0,1.0,0.9295774647887324,1.0,0.9634145297857524,0.0252130681818181,0.0711166177154393,0.7142857142857143,0.8695652173913043,0.7037037037037037,0.4201390509284485,0.46
13,SVC_RBF,0.8705331427516776,0.8695652173913043,0.8450704225352113,0.99672131147541,0.4538734419221421,0.0252130681818181,0.0364513738356978,0.5526315789473685,0.9130434782608696,0.3703703703703703,0.4336145871055081,0.46
13,MLP,1.0,1.0,0.8732394366197183,1.0,0.9647296865575872,0.0252130681818181,0.027200975336126,0.4772727272727273,0.9130434782608696,0.1481481481481481,0.4376939140346593,0.46
13,GaussianNB,0.0639722555874183,0.0634615384615384,0.9295774647887324,0.6451730418943533,0.0553686834235583,0.0252130681818181,0.0254243306583339,0.46,1.0,0.0,0.4292443592647891,0.46
14,Logistic_L2,0.984527436436736,0.9846153846153848,0.8888888888888888,0.9996355685131196,0.9101264117615596,0.0255681818181818,0.0241915715953302,0.4473684210526316,0.7391304347826086,0.2222222222222222,0.439766172886627,0.46
14,RandomForest,0.9842856995629122,0.984375,0.875,0.9996355685131196,0.9373352109814312,0.0255681818181818,0.0341300141920032,0.5357142857142857,0.6521739130434783,0.5185185185185185,0.4225644305142822,0.46
14,ExtraTrees,0.9840362892098536,0.984126984126984,0.8611111111111112,0.9996355685131196,0.9544767106945884,0.0255681818181818,0.0248853820392728,0.4545454545454545,0.6521739130434783,0.3333333333333333,0.4486836717465105,0.46
14,GradientBoosting,0.9685742500040064,0.96875,0.8611111111111112,0.999271137026239,0.970258657896968,0.0255681818181818,0.028110162028341,0.4857142857142857,0.7391304347826086,0.3333333333333333,0.4098777067033554,0.46
14,SVC_RBF,0.9399726611624456,0.9402985074626866,0.875,0.998542274052478,0.456139134153146,0.0255681818181818,0.0231173749606086,0.4358974358974359,0.7391304347826086,0.1851851851851851,0.4497657525333023,0.46
14,MLP,0.9685742500040064,0.96875,0.8611111111111112,0.999271137026239,0.9540050124065408,0.0255681818181818,0.0244439805075313,0.45,0.782608695652174,0.1851851851851851,0.4238486454773559,0.46
14,GaussianNB,0.0683408059661853,0.0687103594080338,0.9027777777777778,0.6789358600583091,0.063078945179797,0.0255681818181818,0.0243458370040648,0.4489795918367347,0.9565217391304348,0.0,0.4492259400451271,0.46
15,Logistic_L2,0.9826602450031688,0.9827586206896552,0.7916666666666666,0.9996355685131196,0.9288092939937752,0.0255681818181818,0.0227452786152346,0.4318181818181818,0.8260869565217391,0.074074074074074,0.4447643645327382,0.46
15,RandomForest,0.9835129386728088,0.9836065573770492,0.8333333333333334,0.9996355685131196,0.9310930709847148,0.0255681818181818,0.0357466448227275,0.5476190476190477,1.0,0.2962962962962963,0.4069892196886735,0.46
15,ExtraTrees,0.9832381809069132,0.9833333333333332,0.8194444444444444,0.9996355685131196,0.9554389055099386,0.0255681818181818,0.0254243306583339,0.46,1.0,0.0,0.3746086831367633,0.46
15,GradientBoosting,0.984527436436736,0.9846153846153848,0.8888888888888888,0.9996355685131196,0.9658956454122208,0.0255681818181818,0.0459146989997534,0.6111111111111112,0.9565217391304348,0.4814814814814814,0.4198847797626663,0.46
15,SVC_RBF,0.9226648132320224,0.9230769230769232,0.8333333333333334,0.9981778425655976,0.4534097389340761,0.0255681818181818,0.0262423925235121,0.4680851063829787,0.9565217391304348,0.074074074074074,0.4427702809929583,0.46
15,MLP,0.984527436436736,0.9846153846153848,0.8888888888888888,0.9996355685131196,0.9591040210065024,0.0255681818181818,0.0254243306583339,0.46,1.0,0.0,0.4116475867755875,0.46
15,GaussianNB,0.0625765755602858,0.0629170638703527,0.9166666666666666,0.6417638483965015,0.0577133340130148,0.0255681818181818,0.0254243306583339,0.46,1.0,0.0,0.4338195346442977,0.46
